node_id,matrix_idx,lat,lng,street_count
5709906187,447,21.014576,105.8401231,1
5709906189,448,21.0107455,105.8410532,3
5709906194,449,21.0143317,105.8403519,3
5709906196,450,21.0140577,105.8396693,3
5709996124,451,21.0096202,105.8131552,3
5709996125,452,21.0095154,105.8130802,3
5710091927,453,21.0144222,105.8253872,1
5710231827,454,21.0018862,105.8182888,3
5710297011,455,21.0100041,105.828031,1
5710297012,456,21.0101485,105.8278901,3
5710297013,457,21.0103095,105.8279786,3
5710297015,458,21.0104577,105.8277159,3
5710297030,459,21.0090523,105.8233738,1
5710297033,460,21.0085522,105.8239207,3
5710482854,461,21.0089868,105.8346042,3
5710482879,462,21.0079399,105.833274,3
5710482881,463,21.0083554,105.8319822,3
5710482884,464,21.0098806,105.8351758,1
5710482886,465,21.0091608,105.8348066,3
5710565212,466,21.0153286,105.8140229,3
5710678264,467,21.0107348,105.8281555,1
5710678265,468,21.0106615,105.8281982,3
5716403816,469,21.0155276,105.8164639,3
5716408768,470,21.0060987,105.8227121,3
5716408772,471,21.0059295,105.8222852,3
5716457465,472,21.0079677,105.8406465,3
5716457475,473,21.0080979,105.8376484,1
5716457476,474,21.0086548,105.838343,4
5716457477,475,21.0079405,105.8407498,3
5716649671,476,21.0158351,105.8054952,3
5716670117,477,21.0172304,105.806779,3
5716670118,478,21.0169883,105.8065127,3
5716670621,479,21.0172689,105.8066163,3
5716670628,480,21.0152529,105.8053545,3
5718916274,481,21.0202794,105.8083528,3
5718916291,482,21.0195374,105.8081469,3
5718916292,483,21.0196015,105.8087031,3
5718916293,484,21.020156,105.8084976,3
5718916294,485,21.0201974,105.8085195,3
5718916301,486,21.0192799,105.8079972,3
5718916302,487,21.0193691,105.8078179,3
5718946084,488,21.0203137,105.8018031,3
5718946085,489,21.020406,105.8017515,3
5718946088,490,21.0202404,105.8016736,4
5719108449,491,21.0233154,105.8202064,3
5828713073,492,21.0140586,105.8188692,3
5828713074,493,21.0148042,105.8178555,3
5828713075,494,21.0157019,105.8166066,3
5828713076,495,21.0161086,105.8160131,1
5828999542,496,21.0137849,105.8131859,3
5828999543,497,21.0138575,105.8130615,3
5828999547,498,21.0228278,105.8093012,3
5875623873,499,21.0266314,105.8276362,3
5954441639,500,21.0112777,105.8254518,3
5954441640,501,21.0112402,105.825529,3
6405730789,502,21.0096905,105.8154172,3
6405794494,503,21.0096805,105.824699,3
6405794495,504,21.0142179,105.8273924,3
6406043755,505,20.9991234,105.8392063,1
6406219812,506,21.02522,105.8358943,1
6573926403,507,21.0190623,105.8375088,3
6587550954,508,21.0163781,105.8041934,3
6587550955,509,21.0162922,105.8040789,3
6621078250,510,21.0236119,105.7990048,3
6621078251,511,21.0235191,105.7989074,3
6621078260,512,21.0257321,105.7984135,3
6621078261,513,21.0257885,105.7982647,3
6644672133,514,21.0098098,105.8233913,3
6644672135,515,21.0115675,105.8214795,3
6644831055,516,21.0160229,105.8161381,3
6644831056,517,21.0158351,105.816025,3
6648096525,518,21.0155154,105.8142405,3
6648227222,519,21.0125151,105.812203,3
6648227223,520,21.0124562,105.8123199,3
6648227224,521,21.0122771,105.8121063,3
6650810650,522,21.0162793,105.8148522,3
6650876737,523,21.0174399,105.8130972,3
6650876738,524,21.0176638,105.8126358,3
6650892348,525,21.0179506,105.811675,3
6651770209,526,21.0127721,105.8081266,3
6651770210,527,21.0128887,105.8082128,3
6658429241,528,21.0069778,105.8294801,3
6658453755,529,21.0262385,105.8375869,2
6659072489,530,21.002798,105.8195644,3
6659134171,531,21.0104696,105.8249685,3
6659134172,532,21.0104207,105.8250477,3
6659134174,533,21.0080557,105.8236974,3
6659134177,534,21.0055776,105.8224433,3
6661055809,535,21.0210874,105.8259488,4
6661055810,536,21.021186,105.8257857,4
6661055813,537,21.0210523,105.8261838,3
6661055814,538,21.0209797,105.8262805,3
6661055815,539,21.0213209,105.8255579,3
6661241395,540,21.0193572,105.8228579,3
6662241086,541,21.0105436,105.8159375,3
6662241087,542,21.0104471,105.8160708,3
6662241094,543,21.0130422,105.8182137,3
6662241095,544,21.0131584,105.8180511,3
6662639319,545,21.0213742,105.8260818,3
6666357218,546,20.9997724,105.8414516,3
6666479030,547,21.0294365,105.8273932,3
6668082607,548,21.0104747,105.8376269,3
6670444529,549,21.0061894,105.816321,3
6670444530,550,21.0062468,105.8164237,3
6677147301,551,21.0264161,105.8275674,3
6677147310,552,21.0265949,105.8278032,3
6677338241,553,21.0065963,105.8315376,3
6677895172,554,21.0034963,105.8205414,3
6677895176,555,21.0031473,105.8207341,3
6684722073,556,21.0096526,105.835409,3
6684804424,557,21.0082579,105.83372,3
6684804426,558,21.0089445,105.8386416,3
6684983516,559,21.0070575,105.8323625,3
6685052834,560,21.0108849,105.8367867,3
6685052835,561,21.011103,105.8369661,4
6685052836,562,21.0108009,105.8368691,3
6685236291,563,21.0199082,105.827027,3
6685236292,564,21.0200622,105.8271151,3
6685301283,565,21.0140257,105.8341953,3
6685434573,566,21.0098977,105.8156305,3
6685434580,567,21.0084703,105.8152697,4
6685434581,568,21.0083632,105.8151852,4
6688326491,569,20.9982681,105.8414352,3
6688326497,570,20.998282,105.8411437,3
6688471376,571,20.999988,105.8319564,3
6688490814,572,21.0288101,105.8275002,2
6688503842,573,21.0095161,105.8246137,3
6688503847,574,21.0096285,105.8244721,3
6689225964,575,21.0145944,105.8210635,3
6689560831,576,21.0291222,105.8299576,3
7062815525,577,21.0098221,105.8167644,1
7081529585,578,21.0188451,105.8374531,1
7119384389,579,20.9992216,105.8352616,3
7144483000,580,20.9982301,105.8400858,4
